School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Roosevelt Middle School,nan,Vista Unified School District,CA,6-8,5.0,1,B-,"1,042",22:1,2019-03-19 00:43:04.535996
Oakdale Junior High School,nan,Oakdale Joint Unified School District,CA,7-8,4.0,7,B-,782,23:1,2019-03-19 00:43:04.536002
Tree of Life Charter School,nan,Ukiah Unified School District,CA,K-8,nan,nan,B-,104,21:1,2019-03-19 00:43:04.536008
Iftin Charter School,nan,San Diego Unified School District,CA,K-8,nan,nan,B-,426,21:1,2019-03-19 00:43:04.536015
Franklin Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,309,25:1,2019-03-19 00:43:04.536021
Humphreys College Academy of Business Law & Education,nan,New Jerusalem Elementary School District,CA,K-12,4.5,13,B-,375,20:1,2019-03-19 00:43:04.536027
Ellerhorst Elementary School,nan,West Contra Costa Unified School District,CA,K-6,nan,nan,B-,357,22:1,2019-03-19 00:43:04.536034
Primary Years Academy,nan,Stockton Unified School District,CA,K-5,nan,nan,B-,312,29:1,2019-03-19 00:43:04.536041
Mira Monte High (Alternative),nan,Saddleback Valley Unified School District,CA,9-12,nan,nan,B-,52,52:1,2019-03-19 00:43:04.536047
Boynton High School,nan,Campbell Union High School District,CA,9-12,4.0,5,B-,282,17:1,2019-03-19 00:43:04.536053
Esparto High School,nan,Esparto Unified School District,CA,9-12,3.5,67,B-,274,19:1,2019-03-19 00:43:04.536059
Helendale Elementary School,nan,Helendale Elementary School District,CA,K-6,nan,nan,B-,535,26:1,2019-03-19 00:43:04.536067
Jane Addams Middle School,nan,Lawndale Elementary School District,CA,6-8,4.0,1,B-,917,22:1,2019-03-19 00:43:04.536073
Robla Elementary School,nan,Robla Elementary School District,CA,K-6,5.0,1,B-,425,24:1,2019-03-19 00:43:04.536079
Thornton High School,nan,Jefferson Union High School District,CA,9-12,5.0,1,B-,121,11:1,2019-03-19 00:43:04.536085
South Valley High School,nan,Ukiah Unified School District,CA,9-12,3.0,3,B-,148,16:1,2019-03-19 00:43:04.536092
Mann Middle School,nan,San Diego Unified School District,CA,6-8,nan,nan,B-,694,20:1,2019-03-19 00:43:04.536099
Global Education Academy,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,236,20:1,2019-03-19 00:43:04.536105
Crossroads Elementary School,nan,Sylvan Union Elementary School District,CA,K-5,nan,nan,B-,844,29:1,2019-03-19 00:43:04.536111
Arena Elementary School,nan,Arena Union Elementary School District,CA,K-8,nan,nan,B-,257,15:1,2019-03-19 00:43:04.536118
Melbourne Elementary School,nan,ABC Unified School District,CA,K-6,nan,nan,B-,572,26:1,2019-03-19 00:43:04.536124
Golden Hills Elementary School,nan,Tehachapi Unified School District,CA,K-5,nan,nan,B-,645,24:1,2019-03-19 00:43:04.536130
Hanson Elementary School,nan,Ramona City Unified School District,CA,K-6,nan,nan,B-,527,28:1,2019-03-19 00:43:04.536136
Winter Gardens Elementary School,nan,Lakeside Union Elementary School District (Lakeside),CA,K-1,nan,nan,B-,374,23:1,2019-03-19 00:43:04.536143
Donald Graham Elementary School,nan,Lake Elsinore Unified School District,CA,K-5,nan,nan,B-,473,22:1,2019-03-19 00:43:04.536149
Mariano Castro Elementary School,nan,Mountain View Whisman School District,CA,K-5,nan,nan,B-,305,22:1,2019-03-19 00:43:04.536156
Vasquez High School,nan,Acton-Agua Dulce Unified School District,CA,9-12,3.5,49,B-,399,21:1,2019-03-19 00:43:04.536162
Rio Vista Elementary School,nan,Palm Springs Unified School District,CA,K-5,nan,nan,B-,744,25:1,2019-03-19 00:43:04.536169
Earle E Williams Middle School,nan,Tracy Joint Unified School District,CA,6-8,1.0,1,B-,"1,081",21:1,2019-03-19 00:43:04.536175
North Ridge Elementary School,nan,Moreno Valley Unified School District,CA,K-5,nan,nan,B-,785,28:1,2019-03-19 00:43:04.536181
Tenderloin Community,nan,San Francisco Unified School District,CA,K-5,5.0,1,B-,332,19:1,2019-03-19 00:43:04.536188
Starr Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,B-,407,23:1,2019-03-19 00:43:04.536194
Burbank Elementary School,nan,Long Beach Unified School District,CA,K-5,5.0,1,B-,776,26:1,2019-03-19 00:43:04.536200
Chino High School,nan,Chino Valley Unified School District,CA,9-12,3.5,481,B-,"2,229",23:1,2019-03-19 00:43:04.536206
Jurupa Hills High School,nan,Fontana Unified School District,CA,9-12,4.0,300,B-,"2,037",21:1,2019-03-19 00:43:04.536212
S Christa McAuliffe Elementary School,nan,Alvord Unified School District,CA,K-5,nan,nan,B-,771,28:1,2019-03-19 00:43:04.536219
Royal Oaks Elementary School,nan,Visalia Unified School District,CA,K-6,nan,nan,B-,502,26:1,2019-03-19 00:43:04.536225
Bessie Carmichael/FEC,nan,San Francisco Unified School District,CA,K-8,4.0,2,B-,612,19:1,2019-03-19 00:43:04.536231
Jefferson Elementary School,nan,Cloverdale Unified School District,CA,K-4,nan,nan,B-,559,24:1,2019-03-19 00:43:04.536237
Ronald E McNair High School,nan,Lodi Unified School District,CA,9-12,3.5,472,B-,"1,659",22:1,2019-03-19 00:43:04.536243
Southgate Elementary School,nan,Hayward Unified School District,CA,K-6,nan,nan,B-,687,25:1,2019-03-19 00:43:04.536250
Diamond Point Elementary School,nan,Pomona Unified School District,CA,K-6,nan,nan,B-,342,26:1,2019-03-19 00:43:04.536256
Morongo Valley Elementary School,nan,Morongo Unified School District,CA,K-6,nan,nan,B-,197,24:1,2019-03-19 00:43:04.536272
William Green Elementary School,nan,Lawndale Elementary School District,CA,K-5,nan,nan,B-,765,25:1,2019-03-19 00:43:04.536279
Merwin Elementary School,nan,Covina-Valley Unified School District,CA,K-5,nan,nan,B-,391,21:1,2019-03-19 00:43:04.536286
Yucca Mesa Elementary School,nan,Morongo Unified School District,CA,K-6,nan,nan,B-,418,21:1,2019-03-19 00:43:04.536292
Lyman Gilmore Middle School,nan,Grass Valley Elementary School District,CA,5-8,nan,nan,B-,527,17:1,2019-03-19 00:43:04.536303
Marylin Avenue Elementary School,nan,Livermore Valley Joint Unified School District,CA,K-5,nan,nan,B-,442,20:1,2019-03-19 00:43:04.536309
Hazel M Bailey Primary School,nan,Firebaugh-Las Deltas Joint Unified School District,CA,K-2,nan,nan,B-,573,23:1,2019-03-19 00:43:04.536316
Palmdale Learning Plaza,nan,Palmdale Elementary School District,CA,K-8,4.0,8,B-,802,24:1,2019-03-19 00:43:04.536323
Pine Elementary School,nan,Holtville Unified School District,CA,K-8,nan,nan,B-,178,20:1,2019-03-19 00:43:04.536329
Benjamin Franklin Intermediate,nan,Jefferson Elementary School District (Daly City),CA,6-8,4.0,1,B-,703,23:1,2019-03-19 00:43:04.536336
Gorman Learning Center,nan,Gorman Elementary School District,CA,K-12,3.5,64,B-,"2,236",23:1,2019-03-19 00:43:04.536342
Norman Liddell Elementary School,nan,Central Unified School District,CA,K-6,nan,nan,B-,698,29:1,2019-03-19 00:43:04.536349
North Cottonwood,nan,Cottonwood Union Elementary School District,CA,K-4,nan,nan,B-,497,24:1,2019-03-19 00:43:04.536355
Pine Street Elementary School,nan,Bishop Unified School District,CA,3-5,nan,nan,B-,400,27:1,2019-03-19 00:43:04.536362
Hubert H Bancroft Elementary School,nan,Sacramento City Unified School District,CA,K-6,nan,nan,B-,504,25:1,2019-03-19 00:43:04.536368
Flying Hills Elementary School,nan,Cajon Valley Union School District,CA,K-6,nan,nan,B-,570,24:1,2019-03-19 00:43:04.536374
Riverdale High School,nan,Riverdale Joint Unified School District,CA,9-12,3.5,160,B-,566,20:1,2019-03-19 00:43:04.536381
Felton Elementary School,nan,Lennox School District,CA,K-5,nan,nan,B-,574,19:1,2019-03-19 00:43:04.536388
Lake Center Middle School,nan,Little Lake City Elementary School District,CA,6-8,nan,nan,B-,895,22:1,2019-03-19 00:43:04.536394
Willard Elementary School,nan,Pasadena Unified School District,CA,K-5,nan,nan,B-,640,24:1,2019-03-19 00:43:04.536401
Lemay Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,401,24:1,2019-03-19 00:43:04.536407
Donald E Suburu School,nan,Lakeside Union School District (Bakersfield),CA,K-5,nan,nan,B-,750,25:1,2019-03-19 00:43:04.536413
Wildomar Elementary School,nan,Lake Elsinore Unified School District,CA,K-5,nan,nan,B-,742,25:1,2019-03-19 00:43:04.536420
Esther L Walter School,nan,Magnolia Elementary School District,CA,K-6,nan,nan,B-,656,27:1,2019-03-19 00:43:04.536427
Parkside Intermediate,nan,San Bruno Park Elementary School District,CA,6-8,nan,nan,B-,846,31:1,2019-03-19 00:43:04.536450
Live Oak Elementary School,nan,Fallbrook Union Elementary School District,CA,K-6,nan,nan,B-,648,26:1,2019-03-19 00:43:04.536459
Sycamore Middle School,nan,Gridley Unified School District,CA,6-8,nan,nan,B-,478,23:1,2019-03-19 00:43:04.536465
Bryant Elementary School,nan,Garden Grove Unified School District,CA,K-6,nan,nan,B-,729,26:1,2019-03-19 00:43:04.536472
Tevis Junior High School,nan,Panama-Buena Vista Union School District,CA,7-8,3.5,3,B-,782,25:1,2019-03-19 00:43:04.536478
Webster Elementary School,nan,Long Beach Unified School District,CA,K-5,nan,nan,B-,602,22:1,2019-03-19 00:43:04.536485
Hearthstone Charter School,nan,Oroville,CA,K-12,nan,nan,B-,279,15:1,2019-03-19 00:43:04.536492
Palmyra Elementary School,nan,Orange Unified School District,CA,K-6,nan,nan,B-,490,22:1,2019-03-19 00:43:04.536498
Tierra Buena Elementary School,nan,Yuba City Unified School District,CA,K-8,nan,nan,B-,740,22:1,2019-03-19 00:43:04.536505
Jackson Heights Elementary School,nan,Red Bluff Union Elementary School District,CA,K-5,nan,nan,B-,516,23:1,2019-03-19 00:43:04.536511
Bixby Elementary School,nan,Hacienda La Puente Unified School District,CA,K-5,nan,nan,B-,306,22:1,2019-03-19 00:43:04.536518
eCademy Charter at Crane,nan,Turlock Unified School District,CA,K-12,nan,nan,B-,114,19:1,2019-03-19 00:43:04.536524
Emilie J Ross Middle School,nan,Hughson Unified School District,CA,6-8,nan,nan,B-,482,27:1,2019-03-19 00:43:04.536530
Thomas R Pollicita Middle School,nan,Jefferson Elementary School District (Daly City),CA,6-8,nan,nan,B-,676,24:1,2019-03-19 00:43:04.536536
Shannon Elementary School,nan,West Contra Costa Unified School District,CA,K-6,nan,nan,B-,336,22:1,2019-03-19 00:43:04.536543
Henry J Kaiser High School,nan,Fontana Unified School District,CA,9-12,3.5,501,B-,"2,335",22:1,2019-03-19 00:43:04.536549
San Diego High School Science & Technology (SciTech),nan,San Diego Unified School District,CA,9-12,4.0,126,B-,730,25:1,2019-03-19 00:43:04.536556
Rosa Parks Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,B-,953,21:1,2019-03-19 00:43:04.536563
Shadow Hills Elementary School,nan,Alpine Union Elementary School District,CA,K-5,4.0,1,B-,316,23:1,2019-03-19 00:43:04.536569
Westmont Elementary School,nan,Ocean View School District (Huntington Beach),CA,K-5,nan,nan,B-,342,24:1,2019-03-19 00:43:04.536575
Camino Nuevo Charter Academy No 4,nan,Los Angeles Unified School District,CA,K-8,nan,nan,B-,629,20:1,2019-03-19 00:43:04.536597
Sequoia Elementary School,nan,San Diego Unified School District,CA,K-6,nan,nan,B-,201,25:1,2019-03-19 00:43:04.536618
Caruthers High School,nan,Caruthers Unified School District,CA,9-12,4.0,91,B-,580,21:1,2019-03-19 00:43:04.536624
Patriot High School,nan,Jurupa Unified School District,CA,9-12,3.5,320,B-,"2,130",24:1,2019-03-19 00:43:04.536630
Alliance Cindy & Bill Simon Technology Academy High School,nan,Los Angeles Unified School District,CA,9-12,4.0,164,B-,514,18:1,2019-03-19 00:43:04.536651
Las Palmas Middle School,nan,Covina-Valley Unified School District,CA,6-8,5.0,3,B-,844,24:1,2019-03-19 00:43:04.536659
Chawanakee Academy Charter School,nan,Chawanakee Unified School District,CA,K-12,4.5,6,B-,138,24:1,2019-03-19 00:43:04.536665
California Elementary School,nan,West Covina Unified School District,CA,3-6,nan,nan,B-,388,24:1,2019-03-19 00:43:04.536671
Cordova Villa Elementary School,nan,Folsom-Cordova Unified School District,CA,K-5,nan,nan,B-,429,21:1,2019-03-19 00:43:04.536677
Celerity Octavia Charter School,nan,Los Angeles Unified School District,CA,K-8,4.0,1,B-,417,25:1,2019-03-19 00:43:04.536683
Independence Continuation,nan,El Dorado Union High School District,CA,9-12,nan,nan,B-,89,13:1,2019-03-19 00:43:04.536689
De Anza High School,nan,West Contra Costa Unified School District,CA,9-12,3.5,155,B-,"1,329",23:1,2019-03-19 00:43:04.536694
Wesley Gaines,nan,Paramount Unified School District,CA,K-3,nan,nan,B-,412,26:1,2019-03-19 00:43:04.536700
Ferndale High School,nan,Ferndale Unified School District,CA,9-12,3.0,16,B-,162,15:1,2019-03-19 00:43:04.536706
Mountain View Elementary School,nan,Mountain View Elementary School District (Ontario),CA,K-5,nan,nan,B-,488,29:1,2019-03-19 00:43:04.536712
Gordon H Beatty Elementary School,nan,Buena Park Elementary School District,CA,K-6,nan,nan,B-,819,25:1,2019-03-19 00:43:04.536718
Emerson Community Charter School,nan,Los Angeles Unified School District,CA,6-8,4.0,5,B-,605,23:1,2019-03-19 00:43:04.536724
Magnolia Science Academy 7,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,291,24:1,2019-03-19 00:43:04.536729
El Toro Elementary School,nan,Morgan Hill Unified School District,CA,K-6,nan,nan,B-,450,26:1,2019-03-19 00:43:04.536735
Canyon Springs Community Elementary School,nan,Sulphur Springs Union School District,CA,K-6,nan,nan,B-,520,24:1,2019-03-19 00:43:04.536740
Options for Youth San Gabriel,nan,San Gabriel Unified School District,CA,7-12,4.0,46,B-,"1,127",16:1,2019-03-19 00:43:04.536746
Burbank Boulevard Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,379,24:1,2019-03-19 00:43:04.536752
San Gorgonio High School,nan,San Bernardino City Unified School District,CA,9-12,3.5,368,B-,"2,044",27:1,2019-03-19 00:43:04.536757
James E Potter Intermediate,nan,Fallbrook Union Elementary School District,CA,7-8,4.0,1,B-,807,24:1,2019-03-19 00:43:04.536778
Highgrove Elementary School,nan,Riverside Unified School District,CA,K-6,3.0,1,B-,699,26:1,2019-03-19 00:43:04.536784
Jefferson Elementary School,nan,Riverside Unified School District,CA,K-6,nan,nan,B-,"1,012",26:1,2019-03-19 00:43:04.536791
Savanna High School,nan,Anaheim Union High School District,CA,9-12,3.5,350,B-,"2,015",27:1,2019-03-19 00:43:04.536827
Mark Twain Elementary School,nan,Mark Twain Union Elementary School District,CA,K-8,nan,nan,B-,527,24:1,2019-03-19 00:43:04.536834
Victoria Elementary School,nan,Riverside Unified School District,CA,K-6,3.0,1,B-,584,24:1,2019-03-19 00:43:04.536840
Oakhurst Elementary School,nan,Bass Lake Joint Union Elementary School District,CA,K-5,nan,nan,B-,385,24:1,2019-03-19 00:43:04.536862
Nextgeneration Steam Academy,nan,Banta Elementary School District,CA,K-8,nan,nan,B-,315,23:1,2019-03-19 00:43:04.536870
Newcastle Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,432,23:1,2019-03-19 00:43:04.536876
Dana Elementary School,nan,Lucia Mar Unified School District,CA,K-6,nan,nan,B-,584,23:1,2019-03-19 00:43:04.536883
El Monte High School,nan,El Monte Union High School District,CA,9-12,3.5,276,B-,"1,830",22:1,2019-03-19 00:43:04.536889
Mt Gleason Middle School,nan,Los Angeles Unified School District,CA,6-8,4.0,1,B-,878,24:1,2019-03-19 00:43:04.536895
Westside Global Awareness Magnet,nan,Los Angeles Unified School District,CA,K-8,nan,nan,B-,377,22:1,2019-03-19 00:43:04.536902
Los Berros Visual & Performing Arts Academy,nan,Lompoc Unified School District,CA,K-6,nan,nan,B-,426,19:1,2019-03-19 00:43:04.536908
Valle Vista Elementary School,nan,Mt. Pleasant Elementary School District,CA,K-5,nan,nan,B-,409,20:1,2019-03-19 00:43:04.536915
Allen (Decima M) Elementary School,nan,San Bruno Park Elementary School District,CA,K-5,nan,nan,B-,360,27:1,2019-03-19 00:43:04.536921
Hemlock Elementary School,nan,Vacaville Unified School District,CA,K-6,nan,nan,B-,295,21:1,2019-03-19 00:43:04.536928
F D Roosevelt Elementary School,nan,Lawndale Elementary School District,CA,K-5,nan,nan,B-,625,23:1,2019-03-19 00:43:04.536934
Calvert Charter for Enriched Studies,nan,Los Angeles Unified School District,CA,K-5,4.0,1,B-,384,26:1,2019-03-19 00:43:04.536940
Jefferson Elementary School,nan,Corona-Norco Unified School District,CA,K-6,nan,nan,B-,785,25:1,2019-03-19 00:43:04.536947
Earl Warren Elementary School,nan,Sacramento City Unified School District,CA,K-6,nan,nan,B-,489,26:1,2019-03-19 00:43:04.536953
Greenville Junior/Senior High School,nan,Plumas Unified School District,CA,7-12,3.0,13,B-,85,9:1,2019-03-19 00:43:04.536959
Lemoore High School,nan,Lemoore Union High School District,CA,9-12,3.5,176,B-,"1,956",23:1,2019-03-19 00:43:04.536966
Eaton Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,B-,410,23:1,2019-03-19 00:43:04.536991
School for the Visual Arts and Humanities,nan,Los Angeles Unified School District,CA,9-12,3.5,96,B-,435,20:1,2019-03-19 00:43:04.536999
Moreno Valley Online Academy,nan,Moreno Valley Unified School District,CA,K-12,5.0,1,B-,133,22:1,2019-03-19 00:43:04.537006
Charter Home School Academy,nan,Visalia Unified School District,CA,K-8,3.0,1,B-,108,15:1,2019-03-19 00:43:04.537013
South High School,nan,Kern Union High School District,CA,9-12,3.5,249,B-,"1,981",25:1,2019-03-19 00:43:04.537019
The NOW Academy,nan,Los Angeles Unified School District,CA,K-12,4.0,63,B-,"1,149",23:1,2019-03-19 00:43:04.537026
Pacifica High School,nan,Oxnard Union High School District,CA,9-12,4.0,477,B-,"3,306",28:1,2019-03-19 00:43:04.537032
John B Monlux Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,B-,684,25:1,2019-03-19 00:43:04.537039
Regency Park Elementary School,nan,Twin Rivers Unified School District,CA,K-5,nan,nan,B-,807,26:1,2019-03-19 00:43:04.537045
McCloud Elementary School,nan,Mccloud,CA,K-8,nan,nan,B-,53,12:1,2019-03-19 00:43:04.537053
Northside Elementary School,nan,Black Oak Mine Unified School District,CA,K-6,nan,nan,B-,338,23:1,2019-03-19 00:43:04.537058
Monarch Learning Center,nan,Redding Elementary School District,CA,K-8,nan,nan,B-,80,17:1,2019-03-19 00:43:04.537065
Sherman Oaks Elementary School,nan,Campbell Union School District,CA,K-6,4.5,7,B-,531,31:1,2019-03-19 00:43:04.537071
Del Roble Elementary School,nan,Oak Grove Elementary School District,CA,K-6,nan,nan,B-,460,27:1,2019-03-19 00:43:04.537078
Renaissance at Mathson,nan,Alum Rock Union Elementary School District,CA,6-8,4.0,6,B-,289,22:1,2019-03-19 00:43:04.537084
Lagunitas Elementary School,nan,Lagunitas Elementary School District,CA,K-8,nan,nan,B-,179,22:1,2019-03-19 00:43:04.537091
Selma High School,nan,Selma Unified School District,CA,9-12,3.5,119,B-,"1,784",24:1,2019-03-19 00:43:04.537097
