School Name,Rank in America,District,State,School Grade Level,Rating,User Reviews,Overall Niche Grade,School Strength,Student Teacher Ratio,Extracted Date
Sierra Vista High (Alternative),nan,Whittier Union High School District,CA,9-12,5.0,1,C,317,22:1,2019-03-19 00:43:04.550650
Alvord Continuation High School,nan,Alvord Unified School District,CA,9-12,4.0,1,C,112,11:1,2019-03-19 00:43:04.550657
Scott Lane Elementary School,nan,Santa Clara Unified School District,CA,K-5,nan,nan,C,465,27:1,2019-03-19 00:43:04.550664
Rancho Viejo Middle School,nan,Hemet Unified School District,CA,6-8,nan,nan,C,"1,237",25:1,2019-03-19 00:43:04.550670
Hubert Howe Bancroft Middle School,nan,Los Angeles Unified School District,CA,6-8,3.5,8,C,811,20:1,2019-03-19 00:43:04.550677
Westport Elementary School,nan,Ceres Unified School District,CA,K-6,nan,nan,C,446,25:1,2019-03-19 00:43:04.550711
Bates Elementary School,nan,River Delta Joint Unified School District,CA,K-6,nan,nan,C,147,21:1,2019-03-19 00:43:04.550719
Jack London Elementary School,nan,Antioch Unified School District,CA,K-5,2.0,1,C,480,28:1,2019-03-19 00:43:04.550728
Peralta Elementary School,nan,Jurupa Unified School District,CA,K-6,nan,nan,C,585,21:1,2019-03-19 00:43:04.550735
Ceiba College Preparatory Academy,nan,Pajaro Valley Unified School District,CA,6-12,3.5,75,C,526,67:1,2019-03-19 00:43:04.550741
Martin Luther King Jr Elementary School,nan,Hanford Elementary School District,CA,K-6,nan,nan,C,626,25:1,2019-03-19 00:43:04.550748
Simons Middle School,nan,Pomona Unified School District,CA,6-8,3.5,5,C,802,23:1,2019-03-19 00:43:04.550754
Vang Pao Elementary,nan,Fresno Unified School District,CA,K-6,nan,nan,C,850,25:1,2019-03-19 00:43:04.550760
Ocala Middle School,nan,Alum Rock Union Elementary School District,CA,6-8,5.0,1,C,477,19:1,2019-03-19 00:43:04.550766
San Antonio Elementary School,nan,Alum Rock Union Elementary School District,CA,K-5,nan,nan,C,441,23:1,2019-03-19 00:43:04.550773
Caroline Wenzel Elementary School,nan,Sacramento City Unified School District,CA,K-6,nan,nan,C,284,23:1,2019-03-19 00:43:04.550781
Bukeye School Of The Arts,nan,Gateway Unified School District,CA,K-8,nan,nan,C,605,22:1,2019-03-19 00:43:04.550788
Ruben Salazar Continuation,nan,El Rancho Unified School District,CA,9-12,5.0,1,C,190,16:1,2019-03-19 00:43:04.550828
Sierra Vista Middle School,nan,Hacienda La Puente Unified School District,CA,6-8,nan,nan,C,324,21:1,2019-03-19 00:43:04.550835
Wing Lane Elementary School,nan,Hacienda La Puente Unified School District,CA,K-5,nan,nan,C,321,23:1,2019-03-19 00:43:04.550841
Theodore Roosevelt Elementary School,nan,Selma Unified School District,CA,K-6,nan,nan,C,757,26:1,2019-03-19 00:43:04.550863
Menlo Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,3.0,2,C,568,22:1,2019-03-19 00:43:04.550869
Eden Gardens Elementary School,nan,Hayward Unified School District,CA,K-6,nan,nan,C,566,26:1,2019-03-19 00:43:04.550876
Bayside Community Day,nan,Moreno Valley Unified School District,CA,9-12,4.5,2,C,136,14:1,2019-03-19 00:43:04.550898
Los Angeles School of Global Studies at Contreras Learning Complex,nan,Los Angeles Unified School District,CA,9-12,3.5,54,C,382,21:1,2019-03-19 00:43:04.550905
Washington High School,nan,Washington Unified School District,CA,9-12,3.5,54,C,"1,032",22:1,2019-03-19 00:43:04.550913
Nueva Vista Continuation High School,nan,Jurupa Unified School District,CA,9-12,3.0,2,C,367,17:1,2019-03-19 00:43:04.550920
Tennyson High School,nan,Hayward Unified School District,CA,9-12,3.0,312,C,"1,294",20:1,2019-03-19 00:43:04.550926
Golden West Elementary School,nan,Manteca Unified School District,CA,K-8,3.5,2,C,599,26:1,2019-03-19 00:43:04.550933
Lincoln Elementary School,nan,El Centro Elementary School District,CA,K-6,nan,nan,C,368,25:1,2019-03-19 00:43:04.550940
Foothill Ranch Middle School,nan,Twin Rivers Unified School District,CA,5-8,nan,nan,C,614,18:1,2019-03-19 00:43:04.550946
Woodlake High School,nan,Woodlake Unified School District,CA,9-12,3.5,84,C,663,21:1,2019-03-19 00:43:04.550953
Saticoy Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,599,23:1,2019-03-19 00:43:04.550959
John F Kennedy Elementary School,nan,Desert Sands Unified School District,CA,K-5,nan,nan,C,512,26:1,2019-03-19 00:43:04.550965
Lou Henry Hoover Elementary School,nan,Whittier City Elementary School District,CA,K-5,nan,nan,C,457,28:1,2019-03-19 00:43:04.550971
Hemmerling Elementary School,nan,Banning Unified School District,CA,K-5,nan,nan,C,564,27:1,2019-03-19 00:43:04.550978
Woodland Hills Academy,nan,Los Angeles Unified School District,CA,6-8,3.5,3,C,951,25:1,2019-03-19 00:43:04.550984
Watsonville Charter School of the Arts,nan,Pajaro Valley Unified School District,CA,K-8,nan,nan,C,318,23:1,2019-03-19 00:43:04.550990
Mountain Vista Middle School,nan,Kelseyville Unified School District,CA,6-8,nan,nan,C,363,23:1,2019-03-19 00:43:04.550997
Farmersville High School,nan,Farmersville Unified School District,CA,9-12,3.5,319,C,749,25:1,2019-03-19 00:43:04.551003
Ernest Garcia Elementary School,nan,Rialto Unified School District,CA,K-5,nan,nan,C,693,28:1,2019-03-19 00:43:04.551009
Downtown College Prep,nan,San Jose Unified School District,CA,9-12,3.5,52,C,334,21:1,2019-03-19 00:43:04.551015
Willows High School,nan,Willows Unified School District,CA,9-12,3.5,54,C,443,22:1,2019-03-19 00:43:04.551022
Libby Elementary School,nan,Oceanside Unified School District,CA,K-5,nan,nan,C,570,21:1,2019-03-19 00:43:04.551028
Santa Paula High School,nan,Santa Paula Unified School District,CA,9-12,3.5,325,C,"1,588",24:1,2019-03-19 00:43:04.551034
Pio Pico Middle School,nan,Los Angeles Unified School District,CA,6-8,4.0,1,C,564,20:1,2019-03-19 00:43:04.551041
Fairview Elementary School,nan,Greenfield Union School District,CA,K-5,nan,nan,C,510,22:1,2019-03-19 00:43:04.551047
Sierra View Elementary School,nan,Twin Rivers Unified School District,CA,K-6,nan,nan,C,420,25:1,2019-03-19 00:43:04.551054
South Fork Elementary School,nan,South Fork Union School District,CA,K-8,nan,nan,C,241,22:1,2019-03-19 00:43:04.551060
Lexington Elementary School,nan,Cajon Valley Union School District,CA,K-5,nan,nan,C,791,25:1,2019-03-19 00:43:04.551066
Ernesto Galarza Elementary School,nan,San Jose Unified School District,CA,K-5,nan,nan,C,480,24:1,2019-03-19 00:43:04.551073
Magnolia Science Academy Bell,nan,Los Angeles Unified School District,CA,6-8,4.0,2,C,493,24:1,2019-03-19 00:43:04.551079
Norman N Glick Middle School,nan,Empire Union Elementary School District,CA,7-8,5.0,1,C,596,22:1,2019-03-19 00:43:04.551086
Collegeville Elementary School,nan,Escalon Unified School District,CA,K-5,nan,nan,C,105,22:1,2019-03-19 00:43:04.551093
Mercey Springs Elementary School,nan,Los Banos Unified School District,CA,K-6,nan,nan,C,387,30:1,2019-03-19 00:43:04.551099
Santa Monica Boulevard Community Charter School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,937,23:1,2019-03-19 00:43:04.551105
Christopher Elementary School,nan,Oak Grove Elementary School District,CA,K-8,nan,nan,C,439,29:1,2019-03-19 00:43:04.551112
Conway Elementary School,nan,Escondido Union School District,CA,K-5,nan,nan,C,664,24:1,2019-03-19 00:43:04.551118
Lillian Street Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,530,25:1,2019-03-19 00:43:04.551124
Montera Elementary School,nan,Ontario-Montclair Elementary School District,CA,K-6,nan,nan,C,646,25:1,2019-03-19 00:43:04.551131
Greer Elementary School,nan,San Juan Unified School District,CA,K-5,nan,nan,C,479,25:1,2019-03-19 00:43:04.551137
Garey High School,nan,Pomona Unified School District,CA,9-12,3.5,397,C,"1,719",24:1,2019-03-19 00:43:04.551143
Vista Nueva Career and Technology High School,nan,Twin Rivers Unified School District,CA,9-12,nan,nan,C,156,19:1,2019-03-19 00:43:04.551149
Alliance College-Ready Middle Academy 8,nan,Los Angeles Unified School District,CA,6-8,nan,nan,C,295,20:1,2019-03-19 00:43:04.551156
East Los Angeles Performing Arts Magnet,nan,Los Angeles Unified School District,CA,9-12,3.5,87,C,382,18:1,2019-03-19 00:43:04.551162
Alliance Margaret M Bloomfield Technology Academy High School,nan,Los Angeles Unified School District,CA,9-12,4.5,33,C,280,21:1,2019-03-19 00:43:04.551169
Desert Oasis High School,nan,Central Union High School District,CA,9-12,4.0,2,C,141,15:1,2019-03-19 00:43:04.551176
Vista Real Charter High School,nan,Oxnard,CA,9-12,4.0,12,C,933,24:1,2019-03-19 00:43:04.551182
California Virtual Academy at Fresno,nan,Orange Center School District,CA,K-8,nan,nan,C,517,24:1,2019-03-19 00:43:04.551188
Berenda Elementary School,nan,Madera Unified School District,CA,K-6,nan,nan,C,843,26:1,2019-03-19 00:43:04.551195
McKee Middle School,nan,Greenfield Union School District,CA,6-8,4.0,1,C,956,20:1,2019-03-19 00:43:04.551201
Martin Elementary School,nan,Santa Ana Unified School District,CA,K-5,nan,nan,C,730,25:1,2019-03-19 00:43:04.551207
Village Charter Academy,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,210,23:1,2019-03-19 00:43:04.551233
Fourth Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,924,23:1,2019-03-19 00:43:04.551241
Stephen M White Middle School,nan,Los Angeles Unified School District,CA,6-8,4.0,1,C,"1,610",24:1,2019-03-19 00:43:04.551248
Yucca Valley Elementary School,nan,Morongo Unified School District,CA,K-6,2.0,1,C,598,25:1,2019-03-19 00:43:04.551255
Foothill Elementary School,nan,Alvord Unified School District,CA,K-5,nan,nan,C,595,23:1,2019-03-19 00:43:04.551271
Carmel Elementary School,nan,Hesperia Unified School District,CA,K-6,5.0,1,C,731,27:1,2019-03-19 00:43:04.551278
Cottage Elementary School,nan,San Juan Unified School District,CA,K-5,nan,nan,C,335,26:1,2019-03-19 00:43:04.551285
Cimarron Elementary School,nan,Palmdale Elementary School District,CA,K-6,nan,nan,C,741,26:1,2019-03-19 00:43:04.551291
Panorama High School,nan,Los Angeles Unified School District,CA,9-12,3.5,128,C,"1,303",26:1,2019-03-19 00:43:04.551303
Railroad Canyon Elementary School,nan,Lake Elsinore Unified School District,CA,K-5,1.0,1,C,706,24:1,2019-03-19 00:43:04.551310
Coliseum College Prep Academy,nan,Oakland Unified School District,CA,6-12,3.5,46,C,482,18:1,2019-03-19 00:43:04.551317
James Madison Elementary School,nan,Desert Sands Unified School District,CA,K-5,nan,nan,C,551,25:1,2019-03-19 00:43:04.551324
Roseland Creek Elementary School,nan,Roseland Elementary School District,CA,K-6,nan,nan,C,418,23:1,2019-03-19 00:43:04.551330
Florence Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-6,nan,nan,C,748,23:1,2019-03-19 00:43:04.551336
Planz Elementary School,nan,Greenfield Union School District,CA,K-5,nan,nan,C,704,23:1,2019-03-19 00:43:04.551343
Los Cerritos,nan,Paramount Unified School District,CA,K-5,nan,nan,C,613,27:1,2019-03-19 00:43:04.551349
Ralph J Bunche High School,nan,Oakland Unified School District,CA,9-12,4.5,2,C,75,9:1,2019-03-19 00:43:04.551354
Alpha: Blanca Alvarado Middle School,nan,Alum Rock Union Elementary School District,CA,6-8,nan,nan,C,439,40:1,2019-03-19 00:43:04.551361
Collett Elementary School,nan,Alvord Unified School District,CA,K-5,5.0,1,C,614,22:1,2019-03-19 00:43:04.551368
Monte Vista Middle School,nan,Tracy Joint Unified School District,CA,6-8,nan,nan,C,911,24:1,2019-03-19 00:43:04.551374
Price (Adelaide) Elementary School,nan,Anaheim City School District,CA,K-6,nan,nan,C,805,27:1,2019-03-19 00:43:04.551380
Aspire Berkley Maynard Academy,nan,Oakland Unified School District,CA,K-8,nan,nan,C,530,22:1,2019-03-19 00:43:04.551386
George Y Komure Elementary School,nan,Manteca Unified School District,CA,K-8,nan,nan,C,953,28:1,2019-03-19 00:43:04.551392
Foothill High School,nan,Twin Rivers Unified School District,CA,9-12,3.0,223,C,"1,058",22:1,2019-03-19 00:43:04.551398
R K Lloyde High School,nan,Centinela Valley Union High School District,CA,9-12,4.5,8,C,182,17:1,2019-03-19 00:43:04.551405
Ishi Hills Middle School,nan,Oroville City Elementary School District,CA,6-8,nan,nan,C,285,20:1,2019-03-19 00:43:04.551411
Thomas Riley High School,nan,Los Angeles Unified School District,CA,7-12,nan,nan,C,134,13:1,2019-03-19 00:43:04.551417
Riverbank Language Academy,nan,Riverbank Unified School District,CA,K-8,nan,nan,C,565,26:1,2019-03-19 00:43:04.551424
Frank Ledesma Elementary School,nan,Soledad Unified School District,CA,K-6,nan,nan,C,596,26:1,2019-03-19 00:43:04.551431
Anderson Heights Elementary School,nan,Cascade Union Elementary School District,CA,3-4,nan,nan,C,240,24:1,2019-03-19 00:43:04.551437
Eagle Peak Middle School,nan,Ukiah Unified School District,CA,5-8,nan,nan,C,460,22:1,2019-03-19 00:43:04.551443
Big Pine Elementary School,nan,Big Pine Unified School District,CA,K-8,nan,nan,C,133,14:1,2019-03-19 00:43:04.551450
Mira Loma Middle School,nan,Jurupa Unified School District,CA,7-8,3.0,5,C,892,23:1,2019-03-19 00:43:04.551456
Olivewood,nan,National Elementary School District,CA,K-6,nan,nan,C,648,25:1,2019-03-19 00:43:04.551462
Sutter Elementary School,nan,Antioch Unified School District,CA,K-5,nan,nan,C,644,26:1,2019-03-19 00:43:04.551468
Whittier Elementary School,nan,Hemet Unified School District,CA,K-5,nan,nan,C,"1,047",24:1,2019-03-19 00:43:04.551474
Manuel L Real Elementary School,nan,Val Verde Unified School District,CA,K-5,nan,nan,C,684,24:1,2019-03-19 00:43:04.551480
Amy B Seibert Elementary School,nan,Panama-Buena Vista Union School District,CA,K-6,nan,nan,C,744,27:1,2019-03-19 00:43:04.551486
Summit High School,nan,Desert Sands Unified School District,CA,10-12,3.0,5,C,285,20:1,2019-03-19 00:43:04.551493
Ramon Garza Elementary School,nan,Bakersfield City School District,CA,K-5,nan,nan,C,954,23:1,2019-03-19 00:43:04.551499
Westside Elementary School,nan,Twin Rivers Unified School District,CA,K-6,nan,nan,C,412,29:1,2019-03-19 00:43:04.551505
Palmdale High School,nan,Antelope Valley Union High School District,CA,9-12,3.5,595,C,"2,688",22:1,2019-03-19 00:43:04.551512
Dana Middle School,nan,Los Angeles Unified School District,CA,6-8,4.0,4,C,"1,546",24:1,2019-03-19 00:43:04.551518
Meadow Homes Elementary School,nan,Mt. Diablo Unified School District,CA,K-5,nan,nan,C,883,24:1,2019-03-19 00:43:04.551524
Sunny Brae Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,564,22:1,2019-03-19 00:43:04.551530
Loma Elementary School,nan,La Mesa-Spring Valley School District,CA,K-6,nan,nan,C,396,26:1,2019-03-19 00:43:04.551537
Bellingham Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,631,24:1,2019-03-19 00:43:04.551543
Evergreen Elementary School,nan,Bakersfield City School District,CA,K-5,nan,nan,C,655,21:1,2019-03-19 00:43:04.551549
Highlands Elementary School,nan,Pittsburg Unified School District,CA,K-5,nan,nan,C,519,25:1,2019-03-19 00:43:04.551555
Golden Valley Middle School,nan,San Bernardino City Unified School District,CA,6-8,nan,nan,C,810,23:1,2019-03-19 00:43:04.551561
Ramona Elementary School,nan,Bellflower Unified School District,CA,K-6,nan,nan,C,610,25:1,2019-03-19 00:43:04.551568
Golden Hills Elementary School,nan,Palermo Union Elementary School District,CA,4-5,nan,nan,C,285,30:1,2019-03-19 00:43:04.551574
Fred L Thompson Junior High School,nan,Panama-Buena Vista Union School District,CA,7-8,nan,nan,C,679,19:1,2019-03-19 00:43:04.551581
Riverside Elementary School,nan,West Contra Costa Unified School District,CA,K-6,nan,nan,C,401,24:1,2019-03-19 00:43:04.551587
Plainview Academic Charter Academy,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,336,21:1,2019-03-19 00:43:04.551594
Spruce Elementary School,nan,South San Francisco Unified School District,CA,K-5,nan,nan,C,626,24:1,2019-03-19 00:43:04.551600
La Paloma High School,nan,Liberty Union High School District (Brentwood),CA,9-12,nan,nan,C,158,14:1,2019-03-19 00:43:04.551606
Grant Elementary School,nan,San Jose Unified School District,CA,K-5,nan,nan,C,565,22:1,2019-03-19 00:43:04.551613
Banning Independent Study,nan,Banning Unified School District,CA,K-12,4.5,4,C,175,44:1,2019-03-19 00:43:04.551619
Frank J Zamboni,nan,Paramount Unified School District,CA,6-8,4.0,4,C,929,24:1,2019-03-19 00:43:04.551626
Paramount Elementary School,nan,Azusa Unified School District,CA,K-5,nan,nan,C,355,25:1,2019-03-19 00:43:04.551632
Mountain Creek Middle School,nan,Pioneer Union Elementary School District (Somerset),CA,5-8,nan,nan,C,129,20:1,2019-03-19 00:43:04.551639
Roosevelt Junior High School,nan,Modesto City Elementary School District,CA,7-8,nan,nan,C,775,23:1,2019-03-19 00:43:04.551645
Lafayette Elementary School,nan,Eureka City Schools,CA,K-5,nan,nan,C,362,23:1,2019-03-19 00:43:04.551652
Fenton Avenue Charter School,nan,Los Angeles Unified School District,CA,2-5,1.0,1,C,746,24:1,2019-03-19 00:43:04.551658
Don Pedro Elementary School,nan,Ceres Unified School District,CA,K-6,4.0,1,C,585,24:1,2019-03-19 00:43:04.551664
Clarksburg Middle School,nan,River Delta Joint Unified School District,CA,7-9,nan,nan,C,214,19:1,2019-03-19 00:43:04.551670
Walter F Dexter Middle School,nan,Whittier City Elementary School District,CA,6-8,4.0,1,C,"1,024",25:1,2019-03-19 00:43:04.551676
Pinole Middle School,nan,West Contra Costa Unified School District,CA,7-8,3.5,2,C,573,26:1,2019-03-19 00:43:04.551700
Sun Valley High School,nan,Los Angeles Unified School District,CA,9-12,3.5,57,C,492,19:1,2019-03-19 00:43:04.551708
Romoland Elementary School,nan,Romoland Elementary School District,CA,K-5,1.0,1,C,468,20:1,2019-03-19 00:43:04.551715
West Putnam Elementary School,nan,Porterville Unified School District,CA,K-6,nan,nan,C,546,26:1,2019-03-19 00:43:04.551721
Anna McKenney Intermediate,nan,Marysville Joint Unified School District,CA,6-8,nan,nan,C,524,23:1,2019-03-19 00:43:04.551727
Shenandoah Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,472,21:1,2019-03-19 00:43:04.551733
Lincoln Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,C,502,24:1,2019-03-19 00:43:04.551740
Mar Vista Academy,nan,Sweetwater Union High School District,CA,7-8,nan,nan,C,888,25:1,2019-03-19 00:43:04.551746
ASA Charter School,nan,San Bernardino City Unified School District,CA,K-12,4.0,5,C,232,19:1,2019-03-19 00:43:04.551752
Needles Middle School,nan,Needles Unified School District,CA,6-8,nan,nan,C,205,20:1,2019-03-19 00:43:04.551759
Los Altos Elementary School,nan,South Whittier Elementary School District,CA,K-3,nan,nan,C,350,24:1,2019-03-19 00:43:04.551766
Margaret Hedrick Elementary School,nan,El Centro Elementary School District,CA,K-6,5.0,1,C,532,29:1,2019-03-19 00:43:04.551772
Hoover Elementary School,nan,Redwood City Elementary School District,CA,K-8,nan,nan,C,756,24:1,2019-03-19 00:43:04.551779
California Avenue Elementary School,nan,Riverbank Unified School District,CA,K-5,nan,nan,C,565,22:1,2019-03-19 00:43:04.551785
Hidden Valley Middle School,nan,Escondido Union School District,CA,6-8,3.0,1,C,"1,090",20:1,2019-03-19 00:43:04.551791
Charles Blackstock Junior High School,nan,Hueneme Elementary School District,CA,6-8,3.5,8,C,"1,259",27:1,2019-03-19 00:43:04.551814
Anderson Middle School,nan,Cascade Union Elementary School District,CA,5-8,nan,nan,C,473,20:1,2019-03-19 00:43:04.551821
Littlerock High School,nan,Antelope Valley Union High School District,CA,9-12,3.5,225,C,"1,537",23:1,2019-03-19 00:43:04.551827
West Point Elementary School,nan,Calaveras Unified School District,CA,K-6,nan,nan,C,93,26:1,2019-03-19 00:43:04.551834
Enrique Camarena Jr High School,nan,Calexico Unified School District,CA,7-8,nan,nan,C,683,24:1,2019-03-19 00:43:04.551840
Lower Lake High School,nan,Konocti Unified School District,CA,8-12,3.5,79,C,839,22:1,2019-03-19 00:43:04.551847
Cesar Chavez Elementary,nan,San Francisco Unified School District,CA,K-5,nan,nan,C,429,17:1,2019-03-19 00:43:04.551853
Marco Antonio Firebaugh High School,nan,Lynwood Unified School District,CA,9-12,3.5,259,C,"1,831",24:1,2019-03-19 00:43:04.551859
Starr King K-8,nan,San Juan Unified School District,CA,K-8,5.0,5,C,526,26:1,2019-03-19 00:43:04.551866
Yosemite High School,nan,Merced Union High School District,CA,9-12,5.0,1,C,292,12:1,2019-03-19 00:43:04.551872
Dr Mildred Dalton Henry Elementary School,nan,San Bernardino City Unified School District,CA,4-6,nan,nan,C,405,29:1,2019-03-19 00:43:04.551878
Acacia Middle School,nan,Hemet Unified School District,CA,6-8,4.0,1,C,746,20:1,2019-03-19 00:43:04.551901
Tenth Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,698,20:1,2019-03-19 00:43:04.551906
Tracy Elementary School,nan,Baldwin Park Unified School District,CA,K-6,nan,nan,C,780,24:1,2019-03-19 00:43:04.551912
Wilmington Middle School,nan,Los Angeles Unified School District,CA,6-8,nan,nan,C,"1,379",23:1,2019-03-19 00:43:04.551918
Parthenia Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,648,23:1,2019-03-19 00:43:04.551924
Bridges Academy,nan,Franklin-McKinley Elementary School District,CA,7-8,3.0,6,C,541,19:1,2019-03-19 00:43:04.551930
Lawless Elementary School,nan,Fresno Unified School District,CA,K-6,5.0,1,C,528,26:1,2019-03-19 00:43:04.551936
Burton Middle School,nan,Burton Elementary School District,CA,7-8,4.0,3,C,472,22:1,2019-03-19 00:43:04.551942
Crescent View West Charter School,nan,Fresno,CA,K-12,5.0,8,C,393,22:1,2019-03-19 00:43:04.551948
Webster Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,C,409,27:1,2019-03-19 00:43:04.551955
Sierra High School,nan,San Bernardino City Unified School District,CA,9-12,4.5,4,C,420,15:1,2019-03-19 00:43:04.551961
Woodrow Wallace Middle School,nan,Kernville Union Elementary School District,CA,5-8,nan,nan,C,337,21:1,2019-03-19 00:43:04.551968
Barton (Clara) Elementary School,nan,Anaheim City School District,CA,K-6,nan,nan,C,709,25:1,2019-03-19 00:43:04.551975
Bolsa Knolls Middle School,nan,Santa Rita Union Elementary School District,CA,6-8,nan,nan,C,567,26:1,2019-03-19 00:43:04.551997
Phelan Elementary School,nan,Snowline Joint Unified School District,CA,K-5,nan,nan,C,546,25:1,2019-03-19 00:43:04.552004
Alliance College-Ready Middle Academy #5,nan,Los Angeles Unified School District,CA,6-8,3.5,12,C,331,19:1,2019-03-19 00:43:04.552010
Foothill Oak Elementary School,nan,Vista Unified School District,CA,K-5,nan,nan,C,706,25:1,2019-03-19 00:43:04.552017
Curtis Middle School,nan,San Bernardino City Unified School District,CA,7-8,nan,nan,C,818,24:1,2019-03-19 00:43:04.552023
Central Elementary School,nan,San Diego Unified School District,CA,K-5,nan,nan,C,737,24:1,2019-03-19 00:43:04.552029
College Bridge Academy,nan,Los Angeles,CA,9-12,4.5,15,C,365,16:1,2019-03-19 00:43:04.552036
"School of Communications, New Media & Technology",nan,Los Angeles Unified School District,CA,9-12,3.5,93,C,"1,670",20:1,2019-03-19 00:43:04.552042
Farmington Elementary School,nan,Escalon Unified School District,CA,K-5,nan,nan,C,94,19:1,2019-03-19 00:43:04.552049
Carl Harvey Elementary School,nan,Santa Ana Unified School District,CA,K-5,nan,nan,C,440,26:1,2019-03-19 00:43:04.552056
Wilson Middle School,nan,Exeter Unified School District,CA,6-8,nan,nan,C,620,23:1,2019-03-19 00:43:04.552062
Virginia Parks Elementary School,nan,Ceres Unified School District,CA,K-6,1.0,1,C,663,25:1,2019-03-19 00:43:04.552068
Ivanhoe Elementary School,nan,Visalia Unified School District,CA,K-7,nan,nan,C,599,25:1,2019-03-19 00:43:04.552074
Raymond A Villa Fundamental Intermediate,nan,Santa Ana Unified School District,CA,6-8,nan,nan,C,"1,350",27:1,2019-03-19 00:43:04.552080
Washington Elementary School,nan,San Leandro Unified School District,CA,K-5,nan,nan,C,385,24:1,2019-03-19 00:43:04.552087
South Lindhurst Continuation High School,nan,Marysville Joint Unified School District,CA,9-12,4.5,6,C,139,24:1,2019-03-19 00:43:04.552093
Snow Elementary School,nan,Napa Valley Unified School District,CA,K-5,nan,nan,C,478,23:1,2019-03-19 00:43:04.552100
Los Angeles Academy of Arts & Enterprise Charter School,nan,Los Angeles Unified School District,CA,6-12,3.5,26,C,382,27:1,2019-03-19 00:43:04.552106
Innovative Horizons Charter School,nan,Perris Elementary School District,CA,K-8,nan,nan,C,916,25:1,2019-03-19 00:43:04.552113
Stoner Avenue Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,309,19:1,2019-03-19 00:43:04.552119
De Anza Middle School,nan,Ontario-Montclair Elementary School District,CA,7-8,nan,nan,C,597,21:1,2019-03-19 00:43:04.552126
George Washington Carver Elementary School,nan,Santa Ana Unified School District,CA,K-3,nan,nan,C,647,26:1,2019-03-19 00:43:04.552133
Capistrano Elementary School,nan,Empire Union Elementary School District,CA,K-6,4.0,1,C,523,25:1,2019-03-19 00:43:04.552139
Jefferson Elementary School,nan,San Leandro Unified School District,CA,K-5,nan,nan,C,610,26:1,2019-03-19 00:43:04.552146
Lincoln Elementary School,nan,Kings Canyon Joint Unified School District,CA,K-5,5.0,1,C,351,27:1,2019-03-19 00:43:04.552152
Fair Oaks Elementary School,nan,Mt. Diablo Unified School District,CA,K-5,nan,nan,C,359,24:1,2019-03-19 00:43:04.552159
North State Independence High School,nan,Shasta Union High School District,CA,9-12,3.0,6,C,138,27:1,2019-03-19 00:43:04.552165
Foothill Leadership Academy,nan,Sonora,CA,K-8,nan,nan,C,125,21:1,2019-03-19 00:43:04.552172
Monson-Sultana Elementary School,nan,Dinuba,CA,K-8,4.0,1,C,451,24:1,2019-03-19 00:43:04.552178
Warner Elementary School,nan,Warner Unified School District,CA,K-6,nan,nan,C,110,23:1,2019-03-19 00:43:04.552202
Modoc Middle School,nan,Modoc Joint Unified School District,CA,6-8,nan,nan,C,207,21:1,2019-03-19 00:43:04.552210
Kingsley Elementary School,nan,Ontario-Montclair Elementary School District,CA,K-6,nan,nan,C,732,24:1,2019-03-19 00:43:04.552216
Clark Middle School,nan,San Diego Unified School District,CA,6-8,4.0,3,C,"1,046",23:1,2019-03-19 00:43:04.552223
Oxnard Street Elementary School,nan,Los Angeles Unified School District,CA,K-5,nan,nan,C,452,23:1,2019-03-19 00:43:04.552229
Holland Elementary School,nan,Fresno Unified School District,CA,K-6,nan,nan,C,515,23:1,2019-03-19 00:43:04.552235
Paragon Collegiate Academy,nan,Marysville Joint Unified School District,CA,K-8,nan,nan,C,166,18:1,2019-03-19 00:43:04.552242
El Nido Elementary School,nan,El Nido,CA,K-8,nan,nan,C,153,153:1,2019-03-19 00:43:04.552248
Ingenium Charter Middle School,nan,Los Angeles Unified School District,CA,6-8,nan,nan,C,151,19:1,2019-03-19 00:43:04.552254
Central Middle School,nan,Oroville City Elementary School District,CA,K-8,nan,nan,C,264,17:1,2019-03-19 00:43:04.552269
Diego Valley Charter School,nan,Julian Union Elementary School District,CA,K-12,nan,nan,C,603,23:1,2019-03-19 00:43:04.552276
Phil D Swing Elementary School,nan,Brawley Elementary School District,CA,K-6,nan,nan,C,910,28:1,2019-03-19 00:43:04.552282
